"observer","trial","x","y","dur","onset","offset","n","aoi","aoi2"
"10",370,-29.2,-15,1304,0,2543475,1,"c","centre"
"10",370,-6.20000000000005,165.7,44,1339,2543554,2,"3","target"
"10",370,-24.7,251.2,196,1423,2543790,3,"3","target"
"10",370,-7.20000000000005,253.9,217,1627,2544015,4,"3","target"
"10",371,-32.6,-13.4,1256,0,2548116,1,"c","centre"
"10",371,-166.5,-73.1,136,1282,2548278,2,"5","target"
"10",371,-265.5,-136.4,358,1456,2548674,3,"5","target"
"10",372,-42,-22.9,1231,0,2552608,1,"c","centre"
"10",372,174.8,72.6,95,1265,2552737,2,"2","target"
"10",372,216.6,121.5,352,1384,2553113,3,"2","target"
"10",373,-38.1,-18.4,488,0,2556282,1,"c","centre"
"10",373,-35.9,-7.79999999999995,646,606,2557046,2,"c","centre"
"10",373,-15.1,164.1,69,1284,2557147,3,"3","target"
"10",373,-21.6,233.8,309,1386,2557489,4,"3","target"
"10",374,-9.39999999999998,-30.2,1227,0,2562021,1,"c","centre"
"10",374,-199.4,-92.2,118,1274,2562186,2,"5","target"
"10",374,-253.7,-149.4,232,1419,2562445,3,"5","target"
"10",375,-25.2,-24.2,1224,0,2568285,1,"c","centre"
"10",375,-190.1,23.6,101,1249,2568411,2,"d4","blank"
"10",375,-234.3,84.3,68,1373,2568502,3,"4","target"
"10",375,-251.7,104.7,239,1461,2568761,4,"4","target"
"10",376,-27.1,-14,1227,0,2573557,1,"c","centre"
"10",376,-207.7,37.1,74,1257,2573661,2,"d4","blank"
"10",376,-220.9,93.3,73,1354,2573757,3,"4","target"
"10",376,-248.6,108.6,344,1443,2574117,4,"4","target"
"10",377,-41.1,-13.8,1219,0,2578015,1,"c","centre"
"10",377,194.6,-127.5,160,1264,2578220,2,"1","target"
"10",377,211.4,-149.7,174,1444,2578414,3,"1","target"
"10",378,-34.3,-16.3,1320,0,2582683,1,"c","centre"
"10",378,214.3,-156.4,462,1358,2583183,2,"1","target"
"10",379,-34.1,-11.8,1236,0,2587132,1,"c","centre"
"10",379,176.6,77.2,94,1279,2587269,2,"2","target"
"10",379,215,119.4,155,1400,2587451,3,"2","target"
"10",379,219.1,129.5,187,1562,2587645,4,"2","target"
"10",380,-26.2,-14,1344,0,2592340,1,"c","centre"
"10",380,7.89999999999998,-285.5,162,1384,2592542,2,"6","target"
"10",380,-15.9,-299.8,664,1556,2593216,3,"6","target"
"10",381,-26,-24.8,1435,0,2597299,1,"c","centre"
"10",381,-38,-332.3,265,1474,2597603,2,"6","target"
"10",382,-38,-29.4,1336,0,2601601,1,"c","centre"
"10",382,0.700000000000045,225.7,123,1372,2601760,2,"3","target"
"10",382,-15.6,253,385,1511,2602161,3,"3","target"
"10",383,-23.2,-21.4,1415,0,2606713,1,"c","centre"
"10",383,-25,-288.2,488,1465,2607251,2,"6","target"
"10",384,-26.7,-13.9,1223,0,2611639,1,"c","centre"
"10",384,198.8,-20.3,135,1267,2611818,2,"d1","distracter"
"10",384,-245.2,-142,202,1473,2612091,3,"5","target"
"10",384,-265.8,-147.4,415,1693,2612524,4,"5","target"
"10",385,-27.1,-21.9,1239,0,2617271,1,"c","centre"
"10",385,121.2,-60.3,140,1268,2617440,2,"0","blank"
"10",385,212.1,-156.8,464,1444,2617940,3,"1","target"
"10",386,-4.39999999999998,-11.8,1384,0,2623283,1,"c","centre"
"10",386,176.3,98.3,103,1418,2623420,2,"2","target"
"10",386,226.9,122.9,240,1554,2623693,3,"2","target"
"10",387,-18.3,-25.5,1262,0,2628213,1,"c","centre"
"10",387,67.4000000000001,93.4,142,1295,2628388,2,"0","blank"
"10",387,-4.89999999999998,-301.2,545,1493,2628989,3,"6","target"
"10",388,-8.20000000000005,-24.6,1403,0,2633192,1,"c","centre"
"10",388,205.4,134.5,119,1439,2633347,2,"2","target"
"10",388,228.4,140,202,1579,2633570,3,"2","target"
"10",389,1.10000000000002,-15.1,1379,0,2637628,1,"c","centre"
"10",389,7.70000000000005,216.1,74,1426,2637749,2,"3","target"
"10",389,4.20000000000005,239.8,215,1512,2637976,3,"3","target"
"10",390,-15.2,-20.2,1322,0,2643108,1,"c","centre"
"10",390,-17.9,-254.8,158,1360,2643304,2,"6","target"
"10",390,-6,-298.3,334,1537,2643657,3,"6","target"
"10",391,-17.8,-16.6,1483,0,2650269,1,"c","centre"
"10",391,-243.9,-139,321,1527,2650634,2,"5","target"
"10",392,-6.79999999999995,-5.39999999999998,1431,0,2654819,1,"c","centre"
"10",392,-203.7,-112.9,110,1474,2654972,2,"5","target"
"10",392,-251.4,-141.5,192,1615,2655195,3,"5","target"
"10",393,-10.4,-4.10000000000002,1222,0,2659643,1,"c","centre"
"10",393,-164.1,-77.6,114,1264,2659799,2,"5","target"
"10",393,-234.4,-121.6,137,1414,2659972,3,"5","target"
"10",393,-257.4,-141.5,279,1571,2660271,4,"5","target"
"10",394,9.20000000000005,-27.6,1393,0,2665148,1,"c","centre"
"10",394,2.89999999999998,-272.2,341,1444,2665540,2,"6","target"
"10",395,-5.10000000000002,-16.6,1225,0,2670312,1,"c","centre"
"10",395,-206.3,-30.3,117,1257,2670461,2,"d4","centre"
"10",395,-247.3,28.3,30,1395,2670512,3,"d4","centre"
"10",395,-232.2,129.8,133,1465,2670685,4,"4","centre"
"10",395,-258.4,115.1,841,1607,2671535,5,"4","centre"
"10",395,-264.7,66.5,114,2467,2671668,6,"d4","centre"
"10",396,-22,-7.39999999999998,1255,0,2675760,1,"c","centre"
"10",396,53,23.3,98,1277,2675880,2,"c","centre"
"10",396,190.3,113,112,1405,2676022,3,"2","target"
"10",396,221.6,122.3,315,1537,2676357,4,"2","target"
"10",397,-26.5,-21.2,1336,0,2680869,1,"c","centre"
"10",397,-237.8,107.4,114,1384,2681031,2,"4","target"
"10",397,-265.2,119.3,201,1512,2681246,3,"4","target"
"10",398,-26.4,-20.9,1352,0,2685902,1,"c","centre"
"10",398,203.7,92.7,89,1400,2686039,2,"2","target"
"10",398,226.5,126.1,311,1511,2686372,3,"2","target"
"10",399,-15.4,-20.3,1393,0,2691483,1,"c","centre"
"10",399,206.7,47.5,123,1429,2691642,2,"d1","blank"
"10",399,227.3,115.8,357,1575,2692022,3,"2","target"
"10",400,-20.9,-9.20000000000005,1245,0,2696003,1,"c","centre"
"10",400,-127.9,-73.2,121,1270,2696149,2,"0","blank"
"10",400,-240,-133.2,112,1430,2696300,3,"5","target"
"10",400,-268.8,-158.5,219,1563,2696540,4,"5","target"
"10",401,-19.9,-3.5,1230,0,2705738,1,"c","centre"
"10",401,149.9,-79,113,1259,2705880,2,"1","target"
"10",401,211.3,-131.7,374,1408,2706290,3,"1","target"
"10",402,-20.8,-22.6,1261,0,2710030,1,"c","centre"
"10",402,-10.7,30,103,1280,2710152,2,"c","centre"
"10",402,1.10000000000002,234.9,114,1430,2710313,3,"3","target"
"10",402,-5.39999999999998,249.2,237,1552,2710558,4,"3","target"
"10",403,-25.1,-2.60000000000002,192,0,2713327,1,"c","centre"
"10",403,-27.2,-16.7,1026,375,2714536,2,"c","centre"
"10",403,-224.8,-126.8,111,1437,2714683,3,"5","target"
"10",403,-265.1,-156.9,190,1578,2714903,4,"5","target"
"10",404,-35.9,-21.1,1234,0,2718893,1,"c","centre"
"10",404,177.3,61.9,119,1267,2719045,2,"2","target"
"10",404,203.5,103.5,66,1405,2719130,3,"2","target"
"10",404,211.4,117.3,285,1480,2719424,4,"2","target"
"10",405,-26.2,-2.70000000000005,1241,0,2723918,1,"c","centre"
"10",405,137.6,58.2,97,1273,2724047,2,"0","blank"
"10",405,206.9,108.1,105,1403,2724185,3,"2","target"
"10",405,219,125.7,195,1521,2724393,4,"2","target"
"10",406,-23.6,-11.3,1232,0,2729010,1,"c","centre"
"10",406,185.2,-124.7,133,1276,2729187,2,"1","target"
"10",406,206.9,-139.6,391,1430,2729599,3,"1","target"
"10",407,-31,-14.2,1034,0,2733454,1,"c","centre"
"10",407,-16.1,107.3,81,1063,2733564,2,"0","blank"
"10",407,-16.7,241.7,308,1184,2733912,3,"3","target"
"10",408,-19.1,-21.3,1280,0,2738384,1,"c","centre"
"10",408,209.5,110.7,187,1326,2738617,2,"2","target"
"10",408,231.7,129.2,146,1533,2738783,3,"2","target"
"10",409,-41.3,-27.9,1237,0,2743231,1,"c","centre"
"10",409,35.9,144.9,52,1269,2743315,2,"0","blank"
"10",409,-3.39999999999998,214.1,105,1346,2743445,3,"3","target"
"10",409,-24.3,244.3,454,1471,2743919,4,"3","target"
"10",410,-13.4,-0.899999999999977,1299,0,2748494,1,"c","centre"
"10",410,-209.2,109.4,111,1333,2748639,2,"4","target"
"10",410,-260.4,122.6,373,1469,2749037,3,"4","target"
"10",411,-8.39999999999998,-14.2,1301,0,2753946,1,"c","centre"
"10",411,-215.8,91.9,140,1333,2754118,2,"4","target"
"10",411,-254.9,111.3,378,1492,2754515,3,"4","target"
"10",412,-32,-25.8,1219,0,2758516,1,"c","centre"
"10",412,186.5,-112.3,108,1261,2758666,2,"1","target"
"10",412,215.1,-156.5,234,1391,2758922,3,"1","target"
"10",413,-19.2,-27.2,182,0,2761923,1,"c","centre"
"10",413,-18.2,-22.1,845,369,2762955,2,"c","centre"
"10",413,190.2,73.4,79,1246,2763066,3,"2","target"
"10",413,230.2,118.5,200,1357,2763298,4,"2","target"
"10",414,-30.8,-33.4,1296,0,2767790,1,"c","centre"
"10",414,-185,33.4,43,1325,2767862,2,"d4","blank"
"10",414,-240.3,90.9,107,1399,2768000,3,"4","target"
"10",415,-17.2,-13.1,1316,0,2774098,1,"c","centre"
"10",415,239.4,82.1,105,1350,2774237,2,"2","target"
"10",415,237.6,112.6,264,1473,2774519,3,"2","target"
"10",416,-17.7,-7,1219,0,2778786,1,"c","centre"
"10",416,170.2,-99.5,137,1260,2778964,2,"1","target"
"10",416,231.5,-145.2,319,1431,2779317,3,"1","target"
"10",417,-20,-23.3,1278,0,2783628,1,"c","centre"
"10",417,-173.5,81,73,1318,2783741,2,"4","target"
"10",417,-231.3,89.4,105,1425,2783880,3,"4","target"
"10",417,-254.5,115.1,702,1548,2784600,4,"4","target"
"10",418,-8.20000000000005,-0.299999999999955,1245,0,2788548,1,"c","centre"
"10",418,69.7,25.9,97,1275,2788675,2,"c","centre"
"10",418,188,102.4,113,1401,2788817,3,"2","target"
"10",418,205.7,122.7,221,1528,2789052,4,"2","target"
"10",419,-17.2,-1.5,1316,0,2793544,1,"c","centre"
"10",419,-6.89999999999998,113.9,88,1343,2793659,2,"0","blank"
"10",419,2.20000000000005,243.3,190,1470,2793888,3,"3","target"
"10",419,-3.10000000000002,261.8,372,1669,2794269,4,"3","target"
"10",420,-26.5,-27.9,1371,0,2800256,1,"c","centre"
"10",420,-208.6,12.3,88,1399,2800372,2,"d4","blank"
"10",420,-242.3,95.1,65,1512,2800462,3,"4","target"
"10",420,-266.1,121.9,405,1598,2800888,4,"4","target"
"10",421,-28.5,-21,1354,0,2805856,1,"c","centre"
"10",421,196.8,101,95,1394,2805991,2,"2","target"
"10",421,221.2,123.2,240,1511,2806253,3,"2","target"
"10",422,-35.1,-19.2,1420,0,2810821,1,"c","centre"
"10",422,-25.5,-273.2,407,1471,2811279,2,"6","target"
"10",423,-27.4,-18,1231,0,2815116,1,"c","centre"
"10",423,145.5,-76.9,129,1270,2815284,2,"1","target"
"10",423,221.9,-140.5,369,1436,2815690,3,"1","target"
"10",424,-20.9,-11.7,1250,0,2819437,1,"c","centre"
"10",424,-4.89999999999998,153.4,78,1284,2819549,2,"0","blank"
"10",424,-7.10000000000002,239.2,286,1399,2819872,3,"3","target"
"10",425,-10.7,5.89999999999998,1259,0,2823712,1,"c","centre"
"10",425,-4.10000000000002,-185,130,1307,2823890,2,"6","target"
"10",425,-13.5,-278.8,447,1464,2824364,3,"6","target"
"10",426,-17.3,-10,1319,0,2828732,1,"c","centre"
"10",426,-226.3,99.8,111,1354,2828878,2,"4","target"
"10",426,-266.9,119.4,475,1487,2829375,3,"4","target"
"10",427,-32.4,-13.3,1352,0,2833406,1,"c","centre"
"10",427,-233,86.7,94,1385,2833533,2,"4","target"
"10",427,-245.7,117,290,1491,2833835,3,"4","target"
"10",428,-26.3,-22.7,1410,0,2837697,1,"c","centre"
"10",428,-21.9,-274.3,398,1461,2838146,2,"6","target"
"10",429,-33.2,-10.8,1240,0,2843012,1,"c","centre"
"10",429,-172.6,-51.2,103,1281,2843156,2,"5","target"
"10",429,-260.4,-132.7,470,1421,2843663,3,"5","target"
"10",430,-14.5,-18.6,1342,0,2848929,1,"c","centre"
"10",430,219.5,102.7,120,1377,2849084,2,"2","target"
"10",430,231.7,122.7,208,1518,2849313,3,"2","target"
"10",431,-1.60000000000002,8.70000000000005,366,0,2852788,1,"c","centre"
"10",431,-29.2,-19.9,698,546,2853666,2,"c","centre"
"10",431,208.9,-105.9,106,1292,2853820,3,"1","target"
"10",431,226,-155.6,250,1424,2854096,4,"1","target"
"10",432,0.700000000000045,2.70000000000005,400,0,2857589,1,"c","centre"
"10",432,-12.7,5.39999999999998,759,570,2858518,2,"c","centre"
"10",432,2.79999999999995,194.3,90,1365,2858644,3,"3","target"
"10",432,-14.3,243,371,1480,2859040,4,"3","target"
"10",433,-24.3,-25.2,1364,0,2863370,1,"c","centre"
"10",433,-227.4,-117.8,106,1413,2863525,2,"5","target"
"10",433,-254.5,-149.2,292,1548,2863846,3,"5","target"
"10",434,-13.9,-15.8,1240,0,2867666,1,"c","centre"
"10",434,-97.6,-51.7,117,1265,2867808,2,"0","blank"
"10",434,-251.5,-144.7,331,1427,2868184,3,"5","target"
"10",435,-24.3,-13.9,1218,0,2872453,1,"c","centre"
"10",435,230.4,7.29999999999995,110,1276,2872621,2,"d1","distracter"
"10",435,-193.5,141.5,83,1441,2872759,3,"4","target"
"10",435,-255.8,128.1,427,1556,2873218,4,"4","target"
"10",436,-6.60000000000002,-17.1,354,0,2878371,1,"c","centre"
"10",436,-22.8,-3.20000000000005,712,564,2879293,2,"c","centre"
"10",436,150.7,-69.7,95,1305,2879417,3,"1","target"
"10",436,218.9,-140.1,416,1436,2879869,4,"1","target"
"10",437,-36.7,-14.4,1225,0,2883528,1,"c","centre"
"10",437,189.1,96.5,103,1259,2883665,2,"2","target"
"10",437,203.5,132.2,214,1379,2883896,3,"2","target"
"10",438,-28.6,-19.4,1374,0,2888717,1,"c","centre"
"10",438,196.9,128.6,126,1410,2888879,2,"2","target"
"10",438,218.2,134.3,197,1557,2889097,3,"2","target"
"10",439,-1.20000000000005,-14.9,1306,0,2893766,1,"c","centre"
"10",439,173.4,-136.5,98,1338,2893896,2,"1","target"
"10",439,217.2,-156.3,316,1468,2894244,3,"1","target"
"10",440,-17.2,-19.9,1236,0,2899073,1,"c","centre"
"10",440,127.5,168.8,121,1269,2899227,2,"d2","distracter"
"10",440,224.6,106.7,434,1426,2899697,3,"2","target"
"10",441,-3.60000000000002,-6.5,1217,0,2904994,1,"c","centre"
"10",441,197.3,-107,95,1260,2905132,2,"1","target"
"10",441,233.8,-154.3,373,1379,2905529,3,"1","target"
"10",442,-5.29999999999995,-2.89999999999998,1241,0,2911669,1,"c","centre"
"10",442,-3.89999999999998,-232.5,134,1277,2911839,2,"6","target"
"10",442,-2.5,-289.5,325,1437,2912190,3,"6","target"
"10",443,-17.8,-27.2,1245,0,2916572,1,"c","centre"
"10",443,-191.2,45.2,68,1275,2916670,2,"d4","blank"
"10",443,-232.2,120.2,156,1367,2916850,3,"4","target"
"10",443,-254,122.7,211,1533,2917071,4,"4","target"
"10",444,1.70000000000005,-6.20000000000005,1225,0,2921321,1,"c","centre"
"10",444,167.3,-90.3,80,1263,2921439,2,"1","target"
"10",444,215.5,-152.7,141,1375,2921612,3,"1","target"
"10",444,230,-163.1,191,1524,2921811,4,"1","target"
"10",445,-19.5,-15.9,1373,0,2926319,1,"c","centre"
"10",445,215.3,-162.8,178,1419,2926543,2,"1","target"
"10",445,223.9,-163.8,222,1616,2926784,3,"1","target"
"10",446,-11,-22.6,1254,0,2934934,1,"c","centre"
"10",446,-151.6,25.3,80,1281,2935041,2,"0","blank"
"10",446,-225.4,109.4,123,1388,2935191,3,"4","target"
"10",446,-239.8,114,270,1519,2935469,4,"4","target"
"10",447,-11,-11.2,1225,0,2941824,1,"c","centre"
"10",447,190.9,-61.3,103,1255,2941957,2,"1","target"
"10",447,215.4,-142.9,148,1383,2942130,3,"1","target"
"10",447,228.7,-163.8,344,1539,2942482,4,"1","target"
"10",448,-6.60000000000002,1,1299,0,2947565,1,"c","centre"
"10",448,-5.70000000000005,-249.9,131,1337,2947734,2,"6","target"
"10",448,-0.299999999999955,-292.9,355,1492,2948113,3,"6","target"
"10",449,-30,-23,1247,0,2957164,1,"c","centre"
"10",449,-11.1,155.7,107,1280,2957304,2,"0","blank"
"10",449,-9.79999999999995,233.9,425,1412,2957754,3,"3","target"
"10",450,-28.4,-9.70000000000005,1254,0,2962793,1,"c","centre"
"10",450,-89.3,-144.4,79,1300,2962918,2,"d5","distracter"
"10",450,8.60000000000002,240.5,156,1447,2963142,3,"3","target"
"10",450,-10.7,257.9,445,1614,2963598,4,"3","target"
"10",451,1.29999999999995,-15.5,1258,0,2972625,1,"c","centre"
"10",451,13,148.8,84,1289,2972740,2,"0","blank"
"10",451,8,237.3,364,1399,2973130,3,"3","target"
"10",452,-18.3,-7.70000000000005,1213,0,2977113,1,"c","centre"
"10",452,232.9,-139,156,1252,2977308,2,"1","target"
"10",452,240.4,-161.6,261,1416,2977577,3,"1","target"
"10",453,-33.6,-31.7,1282,0,2982031,1,"c","centre"
"10",453,-237.4,-118.4,106,1316,2982171,2,"5","target"
"10",453,-269.9,-159.4,458,1445,2982652,3,"5","target"
"10",454,-27.9,-19.6,1312,0,2987092,1,"c","centre"
"10",454,-219.7,-117.4,129,1344,2987253,2,"5","target"
"10",454,-260.4,-147.3,323,1495,2987598,3,"5","target"
"10",455,-15.2,-15.9,1227,0,2991946,1,"c","centre"
"10",455,-90.5,-163.3,78,1267,2992064,2,"d5","distracter"
"10",455,-228.8,-153.8,187,1383,2992289,3,"5","target"
"10",455,-265.2,-160.3,264,1580,2992563,4,"5","target"
"10",456,0.299999999999955,-18.1,1243,0,2997580,1,"c","centre"
"10",456,-194.1,-104.6,85,1287,2997709,2,"5","target"
"10",456,-249.6,-148,381,1397,2998115,3,"5","target"
"10",457,-12.3,-15.8,1244,0,3004632,1,"c","centre"
"10",457,-229.9,-25.6,133,1277,3004798,2,"d4","distracter"
"10",457,-255.8,121.9,490,1453,3005331,3,"4","target"
"10",458,-11.2,-20.1,1330,0,3010201,1,"c","centre"
"10",458,10.8,-191.3,120,1362,3010353,2,"6","target"
"10",458,-0.100000000000023,-306.6,343,1509,3010723,3,"6","target"
"10",459,-17.6,-11.7,1260,0,3014783,1,"c","centre"
"10",459,-193.2,-103.6,102,1292,3014917,2,"5","target"
"10",459,-252.8,-138.3,262,1427,3015212,3,"5","target"
"10",460,-1.70000000000005,-8.29999999999995,1248,0,3019354,1,"c","centre"
"10",460,15,176.2,62,1294,3019462,2,"3","target"
"10",460,19.7,234.7,350,1380,3019836,3,"3","target"
"10",461,-32.4,-21.2,1346,0,3024221,1,"c","centre"
"10",461,-8.20000000000005,191.5,85,1383,3024343,2,"3","target"
"10",461,-11.6,226.4,240,1483,3024598,3,"3","target"
"10",462,-26,-24.9,1251,0,3028823,1,"c","centre"
"10",462,197.5,98,79,1288,3028939,2,"2","target"
"10",462,215.1,128.8,327,1383,3029282,3,"2","target"
"10",463,-18,-36.8,214,0,3032532,1,"c","centre"
"10",463,-20.5,-22.7,989,221,3033528,2,"c","centre"
"10",463,135.7,-222.4,96,1249,3033663,3,"d6","distracter"
"10",463,206,-190.5,181,1378,3033877,4,"1","target"
"10",463,219.9,-181.6,230,1576,3034124,5,"1","target"
"10",464,-23.7,-16.4,1219,0,3038658,1,"c","centre"
"10",464,194.9,-178.3,109,1256,3038804,2,"1","target"
"10",464,225.8,-174.4,411,1386,3039236,3,"1","target"
"10",465,-18.1,-23.6,1272,0,3043891,1,"c","centre"
"10",465,188.6,-163.5,120,1306,3044045,2,"1","target"
"10",465,229.5,-180.2,352,1448,3044419,3,"1","target"
"10",466,-10.6,-10.9,1293,0,3048971,1,"c","centre"
"10",466,6.5,240,453,1338,3049469,2,"3","target"
"10",467,-22.4,-19.2,1231,0,3053694,1,"c","centre"
"10",467,-203.7,48.1,81,1263,3053807,2,"d4","blank"
"10",467,-246.8,107.3,141,1368,3053972,3,"4","target"
"10",467,-266.6,112.5,292,1526,3054281,4,"4","target"
"10",468,-8.5,-12.9,1212,0,3058299,1,"c","centre"
"10",468,211.8,100.1,98,1247,3058432,2,"2","target"
"10",468,223.6,139.7,286,1366,3058739,3,"2","target"
"10",469,-13.8,-29.4,1235,0,3063012,1,"c","centre"
"10",469,-200.4,-125.4,109,1280,3063166,2,"5","target"
"10",469,-233.3,-166.4,654,1412,3063843,3,"5","target"
"10",470,-15.9,-24.8,1306,0,3069051,1,"c","centre"
"10",470,60.4,70.3,63,1337,3069145,2,"c","centre"
"10",470,-260.9,-137.6,438,1466,3069649,3,"5","target"
"10",471,-21.7,-26.6,357,0,3074569,1,"c","centre"
"10",471,-6.39999999999998,-17.5,215,539,3074966,2,"c","centre"
"10",471,-3.39999999999998,-11.3,456,770,3075438,3,"c","centre"
"10",471,-74.7,184.3,115,1272,3075599,4,"d3","distracter"
"10",471,-6.89999999999998,227.6,191,1421,3075824,5,"3","target"
"10",471,-13.7,238.7,277,1622,3076111,6,"3","target"
"10",472,-30.2,-36,1216,0,3080727,1,"c","centre"
"10",472,199.8,-144,188,1249,3080948,2,"1","target"
"10",472,226.2,-157,241,1457,3081209,3,"1","target"
"10",473,-37.5,-30.7,1279,0,3085875,1,"c","centre"
"10",473,-7.20000000000005,184,104,1313,3086013,2,"3","target"
"10",473,-20.4,236.2,339,1438,3086373,3,"3","target"
"10",474,-37,-14.8,1213,0,3092842,1,"c","centre"
"10",474,184.1,-29.6,146,1244,3093019,2,"d1","distracter"
"10",474,219.7,-170.2,1103,1430,3094162,3,"1","target"
"10",475,-18.3,-0.899999999999977,1237,0,3099435,1,"c","centre"
"10",475,102.2,-73.4,91,1265,3099554,2,"0","blank"
"10",475,222.3,-149.9,551,1395,3100144,3,"1","target"
"10",476,-28,-16.5,1240,0,3104125,1,"c","centre"
"10",476,-2.10000000000002,-259.7,151,1277,3104313,2,"6","target"
"10",476,-16.4,-290.6,275,1446,3104606,3,"6","target"
"10",477,4.79999999999995,-0.100000000000023,1310,0,3109842,1,"c","centre"
"10",477,250.4,102,85,1345,3109962,2,"2","target"
"10",477,257,118.4,401,1439,3110372,3,"2","target"
"10",478,8.89999999999998,-21.4,1216,0,3114415,1,"c","centre"
"10",478,225.4,81.3,107,1248,3114554,2,"2","target"
"10",478,243.4,107,251,1374,3114824,3,"2","target"
"10",479,7,8.39999999999998,1222,0,3119415,1,"c","centre"
"10",479,-3.70000000000005,-21.4,70,1232,3119495,2,"c","centre"
"10",479,-188,-124.5,116,1346,3119655,3,"5","target"
"10",479,-217.5,-138.5,344,1481,3120018,4,"5","target"
"10",480,9.29999999999995,-0.899999999999977,1247,0,3124441,1,"c","centre"
"10",480,257.9,-121.6,184,1283,3124661,2,"1","target"
"10",480,255.1,-146.5,292,1475,3124961,3,"1","target"
"10",481,12.3,-15.7,1317,0,3129918,1,"c","centre"
"10",481,-185.6,94.5,70,1349,3130020,2,"4","target"
"10",481,-219,123.3,241,1436,3130278,3,"4","target"
"10",482,-5,-14.7,1209,0,3134392,1,"c","centre"
"10",482,-238.6,-136.4,434,1260,3134877,2,"5","target"
"10",483,23.8,-10.2,368,0,3138552,1,"c","centre"
"10",483,25.5,-10.3,86,385,3138655,2,"c","centre"
"10",483,9.29999999999995,-13.8,628,621,3139433,3,"c","centre"
"10",483,-138.7,54.1,54,1279,3139517,4,"0","blank"
"10",483,-198,114.8,207,1358,3139749,5,"4","target"
"10",483,-237.2,114.2,257,1583,3140024,6,"4","target"
"10",484,0.399999999999977,-5.20000000000005,1225,0,3144227,1,"c","centre"
"10",484,-187.4,86.1,95,1258,3144355,2,"4","target"
"10",484,-237.5,110.5,309,1372,3144683,3,"4","target"
"10",485,-0.600000000000023,3.10000000000002,467,0,3148669,1,"c","centre"
"10",485,0.100000000000023,2.5,556,632,3149390,2,"c","centre"
"10",485,-68.6,93.3,202,1212,3149616,3,"0","blank"
"10",485,-216.5,-151,140,1449,3149791,4,"5","target"
"10",485,-254.9,-162.2,304,1607,3150113,5,"5","target"
"10",486,-12.6,-19.7,1235,0,3154504,1,"c","centre"
"10",486,-75.3,-53,121,1255,3154645,2,"c","centre"
"10",486,-218.7,-138.6,130,1405,3154804,3,"5","target"
"10",486,-262,-162.1,242,1557,3155068,4,"5","target"
"10",487,-17.6,-19.9,1388,0,3159408,1,"c","centre"
"10",487,-208.9,73.8,37,1422,3159479,2,"4","target"
"10",487,-259.8,128.8,215,1484,3159719,3,"4","target"
"10",488,-7,-10,1227,0,3163491,1,"c","centre"
"10",488,16,-239.3,133,1273,3163670,2,"6","target"
"10",488,9.20000000000005,-302.6,260,1424,3163948,3,"6","target"
"10",489,-29.6,-30.5,1219,0,3167696,1,"c","centre"
"10",489,-21.8,-202.4,121,1262,3167860,2,"6","target"
"10",489,-24.9,-302.6,208,1409,3168094,3,"6","target"
"10",490,-19.4,-20.4,1224,0,3172563,1,"c","centre"
"10",490,229,-14.2,130,1267,3172736,2,"d1","centre"
"10",490,232.3,125.2,1303,1427,3174069,3,"2","centre"
"10",491,-27,-14.1,1359,0,3177962,1,"c","centre"
"10",491,-217.5,50.4,72,1392,3178067,2,"d4","blank"
"10",491,-253,97.6,122,1485,3178210,3,"4","target"
"10",491,-266.6,112.2,228,1623,3178454,4,"4","target"
"10",492,-20.2,-12.8,1246,0,3182651,1,"c","centre"
"10",492,-20.4,50.3,98,1266,3182769,2,"c","centre"
"10",492,-19,208.1,120,1398,3182923,3,"3","target"
"10",492,-22.2,228.7,209,1530,3183144,4,"3","target"
"10",493,-12.9,-13,1252,0,3187734,1,"c","centre"
"10",493,-67.3,2.5,259,1267,3188008,2,"c","centre"
"10",493,-241.7,73.2,64,1558,3188104,3,"4","target"
"10",493,-261.7,97,273,1636,3188391,4,"4","target"
"10",494,-33.1,-5.89999999999998,1375,0,3193075,1,"c","centre"
"10",494,94.2,117.7,99,1409,3193208,2,"0","centre"
"10",494,124.4,202.5,185,1545,3193430,3,"d2","centre"
"10",494,-228.5,-103.8,110,1800,3193610,4,"5","centre"
"10",494,-276.5,-155.9,769,1943,3194412,5,"5","centre"
"10",495,-36.2,-11.1,1633,0,3198534,1,"c","centre"
"10",496,-34.3,-9.29999999999995,1257,0,3202965,1,"c","centre"
"10",496,-22,150.1,45,1289,3203042,2,"0","blank"
"10",496,-20.4,251.6,387,1373,3203468,3,"3","target"
"10",497,-7.20000000000005,-7.79999999999995,1324,0,3208187,1,"c","centre"
"10",497,62.7,-60.6,123,1346,3208332,2,"c","centre"
"10",497,197,-146.8,126,1507,3208496,3,"1","target"
"10",497,222.4,-151,176,1651,3208690,4,"1","target"
"10",498,-30.1,-13.2,1279,0,3213021,1,"c","centre"
"10",498,145,70.5,117,1313,3213172,2,"2","target"
"10",498,190.9,107.1,101,1455,3213298,3,"2","target"
"10",498,220.7,134.3,223,1574,3213539,4,"2","target"
"10",499,-38.3,-16.5,1248,0,3221225,1,"c","centre"
"10",499,-40.3,-180.6,161,1279,3221417,2,"6","target"
"10",499,-40.7,-302.4,362,1466,3221805,3,"6","target"
"10",500,-30.7,-26.8,1241,0,3226086,1,"c","centre"
"10",500,174.6,72.5,84,1276,3226205,2,"2","target"
"10",500,215.5,113,429,1383,3226657,3,"2","target"
